Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_4	1	1	1	1	1	1	169567	169567	169567	169567	169567	169567	1	169567	169567	4215688	52.79	43.92	169567	-	169567	-	169567.0	6820.5	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	169484	0.002	1.000	0.00	2409.64	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_50	1	1	1	1	1	1	253677	253677	253677	253677	253677	253677	1	253677	253677	4215688	39.80	43.92	253677	-	253677	-	253677.0	15264.9	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	249118	0.109	0.996	0.00	2741.83	1140.60	2932	4559	-	-	-	-	44.3	2.7	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_51	1	1	1	1	1	1	167219	167219	167219	167219	167219	167219	1	167219	167219	4215688	53.77	43.92	167219	-	167219	-	167219.0	6632.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	167219	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_52	1	1	1	1	1	1	134970	134970	134970	134970	134970	134970	1	134970	134970	4215688	52.41	43.92	134970	-	134970	-	134970.0	4321.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	134970	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_53	1	1	1	1	1	1	805880	805880	805880	805880	805880	805880	1	805880	805880	4215688	39.70	43.92	805880	-	805880	-	805880.0	154053.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	805880	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_54	1	1	1	1	1	1	64247	64247	64247	64247	64247	64247	1	64247	64247	4215688	53.98	43.92	64247	-	64247	-	64247.0	979.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	64247	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_55	1	1	1	1	1	1	55354	55354	55354	55354	55354	55354	1	55354	55354	4215688	52.75	43.92	55354	-	55354	-	55354.0	726.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	55354	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_56	1	1	1	1	1	0	49515	49515	49515	49515	49515	0	1	49515	49515	4215688	52.12	43.92	49515	-	49515	-	49515.0	581.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49515	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_57	1	1	1	1	0	0	17636	17636	17636	17636	0	0	1	17636	17636	4215688	43.18	43.92	17636	-	17636	-	17636.0	73.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	17636	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_58	1	1	1	1	1	0	28358	28358	28358	28358	28358	0	1	28358	28358	4215688	53.44	43.92	28358	-	28358	-	28358.0	190.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	28358	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_59	1	1	1	1	1	1	295942	295942	295942	295942	295942	295942	1	295942	295942	4215688	37.12	43.92	295942	-	295942	-	295942.0	20775.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	295942	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_5	1	1	1	1	1	1	160891	160891	160891	160891	160891	160891	1	160891	160891	4215688	52.16	43.92	160891	-	160891	-	160891.0	6140.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	160891	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_6	1	1	1	1	1	1	223578	223578	223578	223578	223578	223578	1	223578	223578	4215688	51.74	43.92	223578	-	223578	-	223578.0	11857.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	223578	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_7	1	1	1	1	1	1	329367	329367	329367	329367	329367	329367	1	329367	329367	4215688	39.06	43.92	329367	-	329367	-	329367.0	25733.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	329367	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_8	1	1	1	1	1	1	71817	71817	71817	71817	71817	71817	1	71817	71817	4215688	53.20	43.92	71817	-	71817	-	71817.0	1223.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	71817	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-20000.flye.medaka1x.contig_9	1	1	1	1	1	1	94054	94054	94054	94054	94054	94054	1	94054	94054	4215688	54.16	43.92	94054	-	94054	-	94054.0	2098.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	94054	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_10	1	1	1	0	0	0	8967	8967	8967	0	0	0	1	8967	8967	4215688	39.20	43.92	8967	-	8967	-	8967.0	19.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	8967	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_12	1	1	1	1	1	1	675090	675090	675090	675090	675090	675090	1	675090	675090	4215688	36.96	43.92	675090	-	675090	-	675090.0	108107.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	675090	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_13	1	1	1	1	1	1	76142	76142	76142	76142	76142	76142	1	76142	76142	4215688	43.72	43.92	76142	-	76142	-	76142.0	1375.2	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	1.806	0.999	0.00	2094.37	2307.36	76061	76061	76061	-	76061	-	75980.1	1372.3	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_14	1	1	1	1	1	1	1245133	1245133	1245133	1245133	1245133	1245133	1	1245133	1245133	4215688	48.63	43.92	1245133	-	1245133	-	1245133.0	367758.8	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	697338	13.123	0.999	0.00	1405.29	1688.09	408297	552696	-	-	-	-	142271.0	42020.7	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_15	1	1	1	1	1	1	437860	437860	437860	437860	437860	437860	1	437860	437860	4215688	53.15	43.92	437860	-	437860	-	437860.0	45478.1	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	437777	0.002	1.000	0.00	2409.64	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_16	1	1	1	1	1	1	858503	858503	858503	858503	858503	858503	1	858503	858503	4215688	52.50	43.92	858503	-	858503	-	858503.0	174829.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	858420	0.002	1.000	0.00	2409.64	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_18	1	1	1	1	1	1	584755	584755	584755	584755	584755	584755	1	584755	584755	4215688	51.40	43.92	584755	-	584755	-	584755.0	81110.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	584755	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_19	1	1	1	1	0	0	15385	15385	15385	15385	0	0	1	15385	15385	4215688	51.79	43.92	15385	-	15385	-	15385.0	56.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15385	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_1	1	1	1	1	1	1	604582	604582	604582	604582	604582	604582	1	604582	604582	4215688	37.65	43.92	604582	-	604582	-	604582.0	86704.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	604582	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_20	1	1	1	0	0	0	7304	7304	7304	0	0	0	1	7304	7304	4215688	58.05	43.92	7304	-	7304	-	7304.0	12.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	7304	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_21	1	1	1	1	1	1	1157762	1157762	1157762	1157762	1157762	1157762	1	1157762	1157762	4215688	38.15	43.92	1157762	-	1157762	-	1157762.0	317958.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	1157762	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_22	1	1	1	1	1	1	230644	230644	230644	230644	230644	230644	1	230644	230644	4215688	46.82	43.92	230644	-	230644	-	230644.0	12618.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	38981	4.558	0.998	0.00	790.45	1111.33	191663	191663	191663	-	-	-	159270.2	8713.8	1	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_23	1	1	1	1	1	1	2716404	2716404	2716404	2716404	2716404	2716404	1	2716404	2716404	4215688	32.61	43.92	2716404	2716404	2716404	-	2716404.0	1750331.3	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2716316	0.002	0.989	0.00	2272.73	1136.36	88	88	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_24	1	1	1	1	1	1	202433	202433	202433	202433	202433	202433	1	202433	202433	4215688	52.15	43.92	202433	-	202433	-	202433.0	9720.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	202433	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_25	1	1	1	1	1	1	60323	60323	60323	60323	60323	60323	1	60323	60323	4215688	67.52	43.92	60323	-	60323	-	60323.0	863.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	60323	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_26	1	1	1	1	1	1	85411	85411	85411	85411	85411	85411	1	85411	85411	4215688	52.52	43.92	85411	-	85411	-	85411.0	1730.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	85411	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_27	1	1	1	1	1	1	58539	58539	58539	58539	58539	58539	1	58539	58539	4215688	68.12	43.92	58539	-	58539	-	58539.0	812.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	58539	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_28	1	1	1	1	1	1	315672	315672	315672	315672	315672	315672	1	315672	315672	4215688	52.92	43.92	315672	-	315672	-	315672.0	23637.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	315672	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_29	1	1	1	1	1	1	224878	224878	224878	224878	224878	224878	1	224878	224878	4215688	40.34	43.92	224878	-	224878	-	224878.0	11995.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	224878	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_2	1	1	1	1	1	1	1509801	1509801	1509801	1509801	1509801	1509801	1	1509801	1509801	4215688	39.25	43.92	1509801	-	1509801	-	1509801.0	540718.2	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	1509724	0.002	0.987	0.00	0.00	1298.70	77	77	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_30	1	1	1	1	1	0	49445	49445	49445	49445	49445	0	1	49445	49445	4215688	52.09	43.92	49445	-	49445	-	49445.0	579.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49445	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_31	1	1	1	1	0	0	18206	18206	18206	18206	0	0	1	18206	18206	4215688	43.77	43.92	18206	-	18206	-	18206.0	78.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	18206	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_32	1	1	1	1	1	0	26927	26927	26927	26927	26927	0	1	26927	26927	4215688	51.85	43.92	26927	-	26927	-	26927.0	172.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	26927	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_33	1	1	1	1	1	1	466531	466531	466531	466531	466531	466531	1	466531	466531	4215688	37.75	43.92	466531	-	466531	-	466531.0	51628.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	466531	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_34	1	1	1	1	1	0	36842	36842	36842	36842	36842	0	1	36842	36842	4215688	50.61	43.92	36842	-	36842	-	36842.0	322.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	36842	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_35	1	1	1	1	1	1	136916	136916	136916	136916	136916	136916	1	136916	136916	4215688	49.33	43.92	136916	-	136916	-	136916.0	4446.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	136916	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_37	1	1	1	1	1	0	49773	49773	49773	49773	49773	0	1	49773	49773	4215688	43.70	43.92	49773	-	49773	-	49773.0	587.7	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	1.181	0.997	0.00	1140.26	1371.93	49638	49638	49638	-	49638	-	49503.4	584.5	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_38	1	1	1	1	1	1	388689	388689	388689	388689	388689	388689	1	388689	388689	4215688	52.77	43.92	388689	-	388689	-	388689.0	35837.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	388689	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_39	1	1	1	1	1	1	704538	704538	704538	704538	704538	704538	1	704538	704538	4215688	38.10	43.92	704538	-	704538	-	704538.0	117744.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	704538	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_3	1	1	1	1	1	1	54005	54005	54005	54005	54005	54005	1	54005	54005	4215688	38.18	43.92	54005	-	54005	-	54005.0	691.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	54005	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_40	1	1	1	1	1	1	211821	211821	211821	211821	211821	211821	1	211821	211821	4215688	49.35	43.92	211821	-	211821	-	211821.0	10643.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	211821	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_41	1	1	1	1	0	0	24389	24389	24389	24389	0	0	1	24389	24389	4215688	67.04	43.92	24389	-	24389	-	24389.0	141.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	24389	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_42	1	1	1	1	1	1	140862	140862	140862	140862	140862	140862	1	140862	140862	4215688	44.46	43.92	140862	-	140862	-	140862.0	4706.7	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	3.338	1.001	0.00	1215.03	1517.55	140819	140819	140819	-	140819	-	140776.0	4703.9	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_43	1	1	1	1	1	1	105502	105502	105502	105502	105502	105502	1	105502	105502	4215688	66.53	43.92	105502	-	105502	-	105502.0	2640.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	105502	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_44	1	1	1	1	1	1	277349	277349	277349	277349	277349	277349	1	277349	277349	4215688	65.38	43.92	277349	-	277349	-	277349.0	18246.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	277349	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_45	1	1	1	1	1	1	67556	67556	67556	67556	67556	67556	1	67556	67556	4215688	66.93	43.92	67556	-	67556	-	67556.0	1082.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	67556	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_46	1	1	1	1	1	1	100937	100937	100937	100937	100937	100937	1	100937	100937	4215688	52.55	43.92	100937	-	100937	-	100937.0	2416.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	100937	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_47	1	1	1	1	1	1	61600	61600	61600	61600	61600	61600	1	61600	61600	4215688	39.56	43.92	61600	-	61600	-	61600.0	900.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	61600	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_48	1	1	1	1	1	1	426980	426980	426980	426980	426980	426980	1	426980	426980	4215688	44.45	43.92	426980	-	426980	-	426980.0	43246.1	1	-	1	-	1	1	426980	0	0	0	0	0 + 1 part	23040	9.615	0.997	0.00	1244.00	1549.98	234544	403940	234544	-	169396	-	196041.7	19855.8	1	-	2	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_49	1	1	1	1	1	1	639674	639674	639674	639674	639674	639674	1	639674	639674	4215688	36.89	43.92	639674	-	639674	-	639674.0	97061.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	639674	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_4	1	1	1	1	1	1	1158637	1158637	1158637	1158637	1158637	1158637	1	1158637	1158637	4215688	52.49	43.92	1158637	-	1158637	-	1158637.0	318439.1	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	1158554	0.002	1.000	0.00	3614.46	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_50	1	1	1	1	1	1	75512	75512	75512	75512	75512	75512	1	75512	75512	4215688	49.04	43.92	75512	-	75512	-	75512.0	1352.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	75512	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_51	1	1	1	1	1	0	25244	25244	25244	25244	25244	0	1	25244	25244	4215688	42.85	43.92	25244	-	25244	-	25244.0	151.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	25244	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_52	1	1	1	1	1	0	35667	35667	35667	35667	35667	0	1	35667	35667	4215688	34.28	43.92	35667	-	35667	-	35667.0	301.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	35667	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_53	1	1	1	1	1	0	46233	46233	46233	46233	46233	0	1	46233	46233	4215688	68.38	43.92	46233	-	46233	-	46233.0	507.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	46233	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_54	1	1	1	0	0	0	6417	6417	6417	0	0	0	1	6417	6417	4215688	32.62	43.92	6417	-	6417	-	6417.0	9.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6417	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_5	1	1	1	1	1	1	57117	57117	57117	57117	57117	57117	1	57117	57117	4215688	45.12	43.92	57117	-	57117	-	57117.0	773.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	57117	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_6	1	1	1	1	1	1	87294	87294	87294	87294	87294	87294	1	87294	87294	4215688	51.18	43.92	87294	-	87294	-	87294.0	1807.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	87294	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.contig_7	1	1	1	0	0	0	5112	5112	5112	0	0	0	1	5112	5112	4215688	67.14	43.92	5112	-	5112	-	5112.0	6.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5112	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_10	1	1	1	0	0	0	9033	9033	9033	0	0	0	1	9033	9033	4215688	38.46	43.92	9033	-	9033	-	9033.0	19.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	9033	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_12	1	1	1	1	1	1	675468	675468	675468	675468	675468	675468	1	675468	675468	4215688	37.09	43.92	675468	-	675468	-	675468.0	108228.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	675468	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_13	1	1	1	1	1	1	75714	75714	75714	75714	75714	75714	1	75714	75714	4215688	43.79	43.92	75714	-	75714	-	75714.0	1359.8	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	1.807	0.993	0.00	1668.91	2037.58	75678	75678	75678	-	75678	-	75642.0	1358.5	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_14	1	1	1	1	1	1	1243857	1243857	1243857	1243857	1243857	1243857	1	1243857	1243857	4215688	48.52	43.92	1243857	-	1243857	-	1243857.0	367005.4	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	697411	13.134	0.996	0.00	827.25	1269.98	407630	551346	-	-	-	-	141899.3	41868.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_15	1	1	1	1	1	1	438369	438369	438369	438369	438369	438369	1	438369	438369	4215688	53.03	43.92	438369	-	438369	-	438369.0	45583.9	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	438286	0.002	1.000	0.00	2409.64	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_16	1	1	1	1	1	1	859115	859115	859115	859115	859115	859115	1	859115	859115	4215688	52.34	43.92	859115	-	859115	-	859115.0	175079.0	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	859032	0.002	1.000	0.00	2409.64	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_18	1	1	1	1	1	1	585054	585054	585054	585054	585054	585054	1	585054	585054	4215688	51.31	43.92	585054	-	585054	-	585054.0	81193.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	585054	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.1.0-30000.flye.medaka1x.contig_19	1	1	1	1	0	0	15364	15364	15364	15364	0	0	1	15364	15364	4215688	51.67	43.92	15364	-	15364	-	15364.0	56.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15364	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
