Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_75	1	1	1	1	1	1	174879	174879	174879	174879	174879	174879	1	174879	174879	2895646	37.88	37.47	174879	-	174879	-	174879.0	10561.6	1	-	1	-	1	1	174879	0	0	0	0	0 + 0 part	0	6.030	1.001	0.00	428.50	516.03	172458	174795	172458	-	172458	-	170101.7	10273.1	1	-	1	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_76	1	1	1	0	0	0	5646	5646	5646	0	0	0	1	5646	5646	2895646	56.93	37.47	5646	-	5646	-	5646.0	11.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5646	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_77	1	1	1	1	0	0	11349	11349	11349	11349	0	0	1	11349	11349	2895646	47.64	37.47	11349	-	11349	-	11349.0	44.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	11349	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_78	1	1	1	1	1	0	41608	41608	41608	41608	41608	0	1	41608	41608	2895646	43.67	37.47	41608	-	41608	-	41608.0	597.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	41608	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_79	1	1	1	1	1	1	73711	73711	73711	73711	73711	73711	1	73711	73711	2895646	51.90	37.47	73711	-	73711	-	73711.0	1876.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	73711	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_7	1	1	1	1	1	1	57866	57866	57866	57866	57866	57866	1	57866	57866	2895646	53.28	37.47	57866	-	57866	-	57866.0	1156.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	57866	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_80	1	1	1	1	1	1	69158	69158	69158	69158	69158	69158	1	69158	69158	2895646	67.68	37.47	69158	-	69158	-	69158.0	1651.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	69158	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_81	1	1	1	0	0	0	8454	8454	8454	0	0	0	1	8454	8454	2895646	53.38	37.47	8454	-	8454	-	8454.0	24.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	8454	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_82	1	1	1	1	1	0	35409	35409	35409	35409	35409	0	1	35409	35409	2895646	54.04	37.47	35409	-	35409	-	35409.0	433.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	35409	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_83	1	1	1	1	0	0	12695	12695	12695	12695	0	0	1	12695	12695	2895646	54.10	37.47	12695	-	12695	-	12695.0	55.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12695	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_84	1	1	1	1	0	0	22154	22154	22154	22154	0	0	1	22154	22154	2895646	52.98	37.47	22154	-	22154	-	22154.0	169.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	22154	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_85	1	1	1	1	0	0	10222	10222	10222	10222	0	0	1	10222	10222	2895646	53.81	37.47	10222	-	10222	-	10222.0	36.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	10222	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_86	1	1	1	1	0	0	17461	17461	17461	17461	0	0	1	17461	17461	2895646	52.29	37.47	17461	-	17461	-	17461.0	105.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	17461	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_87	1	1	1	1	1	1	157229	157229	157229	157229	157229	157229	1	157229	157229	2895646	51.75	37.47	157229	-	157229	-	157229.0	8537.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	157229	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_88	1	1	1	0	0	0	6936	6936	6936	0	0	0	1	6936	6936	2895646	52.15	37.47	6936	-	6936	-	6936.0	16.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6936	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_89	1	1	1	1	1	1	103036	103036	103036	103036	103036	103036	1	103036	103036	2895646	52.30	37.47	103036	-	103036	-	103036.0	3666.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	103036	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_8	1	1	1	1	1	1	160928	160928	160928	160928	160928	160928	1	160928	160928	2895646	53.77	37.47	160928	-	160928	-	160928.0	8943.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	160928	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_90	1	1	1	1	1	1	202387	202387	202387	202387	202387	202387	1	202387	202387	2895646	50.52	37.47	202387	-	202387	-	202387.0	14145.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	202387	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_91	1	1	1	1	1	1	214134	214134	214134	214134	214134	214134	1	214134	214134	2895646	38.56	37.47	214134	-	214134	-	214134.0	15835.3	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	212724	0.048	1.009	0.00	425.53	851.06	1410	1410	-	-	-	-	9.3	0.7	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_92	1	1	1	1	0	0	19424	19424	19424	19424	0	0	1	19424	19424	2895646	58.38	37.47	19424	-	19424	-	19424.0	130.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	19424	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_93	1	1	1	0	0	0	7543	7543	7543	0	0	0	1	7543	7543	2895646	52.99	37.47	7543	-	7543	-	7543.0	19.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	7543	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_94	1	1	1	1	1	0	43324	43324	43324	43324	43324	0	1	43324	43324	2895646	53.06	37.47	43324	-	43324	-	43324.0	648.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	43324	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_95	1	1	1	1	0	0	15565	15565	15565	15565	0	0	1	15565	15565	2895646	55.01	37.47	15565	-	15565	-	15565.0	83.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15565	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_96	1	1	1	1	1	0	49608	49608	49608	49608	49608	0	1	49608	49608	2895646	52.09	37.47	49608	-	49608	-	49608.0	849.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49608	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_98	1	1	1	1	1	1	82970	82970	82970	82970	82970	82970	1	82970	82970	2895646	66.27	37.47	82970	-	82970	-	82970.0	2377.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	82970	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_99	1	1	1	1	1	0	35309	35309	35309	35309	35309	0	1	35309	35309	2895646	39.78	37.47	35309	-	35309	-	35309.0	430.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	35309	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.contig_9	1	1	1	1	1	0	38260	38260	38260	38260	38260	0	1	38260	38260	2895646	53.68	37.47	38260	-	38260	-	38260.0	505.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	38260	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_100	1	1	1	1	0	0	15695	15695	15695	15695	0	0	1	15695	15695	2895646	36.34	37.47	15695	-	15695	-	15695.0	85.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15695	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_101	1	1	1	1	1	0	27829	27829	27829	27829	27829	0	1	27829	27829	2895646	51.75	37.47	27829	-	27829	-	27829.0	267.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	27829	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_102	1	1	1	1	1	1	57545	57545	57545	57545	57545	57545	1	57545	57545	2895646	52.64	37.47	57545	-	57545	-	57545.0	1143.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	57545	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_103	1	1	1	1	1	1	111472	111472	111472	111472	111472	111472	1	111472	111472	2895646	45.72	37.47	111472	-	111472	-	111472.0	4291.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	111472	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_104	1	1	1	1	1	1	135934	135934	135934	135934	135934	135934	1	135934	135934	2895646	37.57	37.47	135934	-	135934	-	135934.0	6381.3	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	134183	0.060	1.005	0.00	2912.62	856.65	1751	1751	-	-	-	-	22.6	1.1	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_105	1	1	1	1	1	1	337387	337387	337387	337387	337387	337387	1	337387	337387	2895646	37.15	37.47	337387	-	337387	-	337387.0	39310.7	1	-	1	-	1	1	337387	0	0	0	0	0 + 0 part	0	11.644	1.001	0.00	190.31	212.54	246982	337342	246982	-	90360	-	205002.1	23885.9	1	-	2	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_106	1	1	1	1	0	0	19041	19041	19041	19041	0	0	1	19041	19041	2895646	62.15	37.47	19041	-	19041	-	19041.0	125.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	19041	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_107	1	1	1	1	0	0	16448	16448	16448	16448	0	0	1	16448	16448	2895646	51.79	37.47	16448	-	16448	-	16448.0	93.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	16448	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_108	1	1	1	1	1	0	44140	44140	44140	44140	44140	0	1	44140	44140	2895646	65.39	37.47	44140	-	44140	-	44140.0	672.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	44140	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_10	1	1	1	1	1	1	419788	419788	419788	419788	419788	419788	1	419788	419788	2895646	37.76	37.47	419788	-	419788	-	419788.0	60857.6	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	14.496	1.000	0.00	89.10	116.73	419766	419766	419766	-	419766	-	419744.0	60851.2	1	-	1	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_110	1	1	1	1	1	1	68170	68170	68170	68170	68170	68170	1	68170	68170	2895646	32.22	37.47	68170	-	68170	-	68170.0	1604.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	68170	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_112	1	1	1	1	0	0	13882	13882	13882	13882	0	0	1	13882	13882	2895646	47.89	37.47	13882	-	13882	-	13882.0	66.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	13882	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_113	1	1	1	1	1	0	32382	32382	32382	32382	32382	0	1	32382	32382	2895646	53.99	37.47	32382	-	32382	-	32382.0	362.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	32382	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_114	1	1	1	1	0	0	14135	14135	14135	14135	0	0	1	14135	14135	2895646	50.10	37.47	14135	-	14135	-	14135.0	69.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	14135	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_115	1	1	1	1	1	0	29799	29799	29799	29799	29799	0	1	29799	29799	2895646	51.54	37.47	29799	-	29799	-	29799.0	306.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29799	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_116	1	1	1	1	0	0	20077	20077	20077	20077	0	0	1	20077	20077	2895646	52.18	37.47	20077	-	20077	-	20077.0	139.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	20077	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_117	1	1	1	1	1	0	42423	42423	42423	42423	42423	0	1	42423	42423	2895646	52.51	37.47	42423	-	42423	-	42423.0	621.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	42423	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_119	1	1	1	1	0	0	11739	11739	11739	11739	0	0	1	11739	11739	2895646	54.95	37.47	11739	-	11739	-	11739.0	47.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	11739	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_11	1	1	1	1	1	1	60538	60538	60538	60538	60538	60538	1	60538	60538	2895646	54.29	37.47	60538	-	60538	-	60538.0	1265.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	60538	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_120	1	1	1	0	0	0	6100	6100	6100	0	0	0	1	6100	6100	2895646	54.30	37.47	6100	-	6100	-	6100.0	12.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6100	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_121	1	1	1	1	0	0	12021	12021	12021	12021	0	0	1	12021	12021	2895646	67.92	37.47	12021	-	12021	-	12021.0	49.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12021	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_122	1	1	1	1	0	0	21302	21302	21302	21302	0	0	1	21302	21302	2895646	65.07	37.47	21302	-	21302	-	21302.0	156.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	21302	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_123	1	1	1	1	1	1	57458	57458	57458	57458	57458	57458	1	57458	57458	2895646	43.76	37.47	57458	-	57458	-	57458.0	1140.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	57458	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_124	1	1	1	1	1	1	85627	85627	85627	85627	85627	85627	1	85627	85627	2895646	51.78	37.47	85627	-	85627	-	85627.0	2532.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	85627	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_125	1	1	1	1	1	1	147375	147375	147375	147375	147375	147375	1	147375	147375	2895646	37.27	37.47	147375	-	147375	-	147375.0	7500.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	147375	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_126	1	1	1	1	1	0	43941	43941	43941	43941	43941	0	1	43941	43941	2895646	52.70	37.47	43941	-	43941	-	43941.0	666.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	43941	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_127	1	1	1	1	1	1	55247	55247	55247	55247	55247	55247	1	55247	55247	2895646	51.37	37.47	55247	-	55247	-	55247.0	1054.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	55247	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_128	1	1	1	1	1	1	66993	66993	66993	66993	66993	66993	1	66993	66993	2895646	31.94	37.47	66993	-	66993	-	66993.0	1549.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	66993	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_129	1	1	1	1	1	0	29659	29659	29659	29659	29659	0	1	29659	29659	2895646	45.92	37.47	29659	-	29659	-	29659.0	303.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29659	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_12	1	1	1	1	1	1	165205	165205	165205	165205	165205	165205	1	165205	165205	2895646	53.17	37.47	165205	-	165205	-	165205.0	9425.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	165205	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_130	1	1	1	1	1	1	115442	115442	115442	115442	115442	115442	1	115442	115442	2895646	51.39	37.47	115442	-	115442	-	115442.0	4602.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	115442	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_131	1	1	1	1	1	1	55574	55574	55574	55574	55574	55574	1	55574	55574	2895646	52.86	37.47	55574	-	55574	-	55574.0	1066.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	55574	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_132	1	1	1	1	1	0	49772	49772	49772	49772	49772	0	1	49772	49772	2895646	43.57	37.47	49772	-	49772	-	49772.0	855.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49772	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_133	1	1	1	1	1	1	128235	128235	128235	128235	128235	128235	1	128235	128235	2895646	36.14	37.47	128235	-	128235	-	128235.0	5678.9	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	4.427	1.000	0.00	447.00	496.93	128188	128188	128188	-	128188	-	128141.0	5674.8	1	-	1	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_134	1	1	1	1	0	0	20596	20596	20596	20596	0	0	1	20596	20596	2895646	52.95	37.47	20596	-	20596	-	20596.0	146.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	20596	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_135	1	1	1	1	1	0	49507	49507	49507	49507	49507	0	1	49507	49507	2895646	53.37	37.47	49507	-	49507	-	49507.0	846.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49507	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_136	1	1	1	1	1	1	72222	72222	72222	72222	72222	72222	1	72222	72222	2895646	46.17	37.47	72222	-	72222	-	72222.0	1801.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	72222	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_137	1	1	1	1	0	0	13776	13776	13776	13776	0	0	1	13776	13776	2895646	45.39	37.47	13776	-	13776	-	13776.0	65.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	13776	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_138	1	1	1	1	1	1	115406	115406	115406	115406	115406	115406	1	115406	115406	2895646	42.82	37.47	115406	-	115406	-	115406.0	4599.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	115406	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_139	1	1	1	1	1	0	36830	36830	36830	36830	36830	0	1	36830	36830	2895646	54.36	37.47	36830	-	36830	-	36830.0	468.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	36830	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_13	1	1	1	1	1	1	74324	74324	74324	74324	74324	74324	1	74324	74324	2895646	52.75	37.47	74324	-	74324	-	74324.0	1907.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	74233	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.1	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_140	1	1	1	1	1	0	37980	37980	37980	37980	37980	0	1	37980	37980	2895646	52.66	37.47	37980	-	37980	-	37980.0	498.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	37980	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_141	1	1	1	1	1	1	76130	76130	76130	76130	76130	76130	1	76130	76130	2895646	51.07	37.47	76130	-	76130	-	76130.0	2001.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	76130	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_142	1	1	1	1	0	0	21867	21867	21867	21867	0	0	1	21867	21867	2895646	52.25	37.47	21867	-	21867	-	21867.0	165.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	21867	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_143	1	1	1	1	1	1	74379	74379	74379	74379	74379	74379	1	74379	74379	2895646	52.40	37.47	74379	-	74379	-	74379.0	1910.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	74379	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_144	1	1	1	1	1	1	94394	94394	94394	94394	94394	94394	1	94394	94394	2895646	43.84	37.47	94394	-	94394	-	94394.0	3077.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	94394	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_hac@v4.0.0-10000.flye.medaka1x.contig_147	1	1	1	1	1	0	29491	29491	29491	29491	29491	0	1	29491	29491	2895646	51.71	37.47	29491	-	29491	-	29491.0	300.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29491	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
