Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_11	1	1	1	1	0	0	18364	18364	18364	18364	0	0	1	18364	18364	5574428	50.60	48.29	18364	-	18364	-	18364.0	60.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	18364	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_110	1	1	1	0	0	0	9857	9857	9857	0	0	0	1	9857	9857	5574428	66.53	48.29	9857	-	9857	-	9857.0	17.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	9857	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_111	1	1	0	0	0	0	2443	2443	0	0	0	0	1	2443	2443	5574428	51.53	48.29	2443	-	2443	-	2443.0	1.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	2443	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_112	1	1	1	0	0	0	7648	7648	7648	0	0	0	1	7648	7648	5574428	69.42	48.29	7648	-	7648	-	7648.0	10.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	7648	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_115	1	1	1	0	0	0	9059	9059	9059	0	0	0	1	9059	9059	5574428	43.78	48.29	9059	-	9059	-	9059.0	14.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	9059	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_116	1	1	1	0	0	0	5474	5474	5474	0	0	0	1	5474	5474	5574428	51.77	48.29	5474	-	5474	-	5474.0	5.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5474	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_117	1	1	1	1	0	0	12256	12256	12256	12256	0	0	1	12256	12256	5574428	48.92	48.29	12256	-	12256	-	12256.0	26.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12256	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_12	1	1	1	1	1	0	44049	44049	44049	44049	44049	0	1	44049	44049	5574428	53.83	48.29	44049	-	44049	-	44049.0	348.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	44049	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_120	1	1	0	0	0	0	2978	2978	0	0	0	0	1	2978	2978	5574428	33.51	48.29	2978	-	2978	-	2978.0	1.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	2978	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_122	1	1	1	1	1	1	176089	176089	176089	176089	176089	176089	1	176089	176089	5574428	51.07	48.29	176089	-	176089	-	176089.0	5562.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	176089	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_123	1	1	1	1	1	1	177158	177158	177158	177158	177158	177158	1	177158	177158	5574428	65.82	48.29	177158	-	177158	-	177158.0	5630.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	177158	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_124	1	1	1	1	1	0	26335	26335	26335	26335	26335	0	1	26335	26335	5574428	52.64	48.29	26335	-	26335	-	26335.0	124.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	26335	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_125	1	1	1	1	1	1	63247	63247	63247	63247	63247	63247	1	63247	63247	5574428	52.60	48.29	63247	-	63247	-	63247.0	717.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	63247	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_126	1	1	1	1	1	1	430936	430936	430936	430936	430936	430936	1	430936	430936	5574428	51.27	48.29	430936	-	430936	-	430936.0	33313.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	430936	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_127	1	1	0	0	0	0	3004	3004	0	0	0	0	1	3004	3004	5574428	28.89	48.29	3004	-	3004	-	3004.0	1.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	3004	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_128	1	1	1	1	0	0	13625	13625	13625	13625	0	0	1	13625	13625	5574428	52.28	48.29	13625	-	13625	-	13625.0	33.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	13625	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_129	1	1	0	0	0	0	2993	2993	0	0	0	0	1	2993	2993	5574428	28.70	48.29	2993	-	2993	-	2993.0	1.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	2993	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_13	1	1	1	1	1	1	66586	66586	66586	66586	66586	66586	1	66586	66586	5574428	52.37	48.29	66586	-	66586	-	66586.0	795.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	66586	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_130	1	1	1	1	1	1	60399	60399	60399	60399	60399	60399	1	60399	60399	5574428	45.50	48.29	60399	-	60399	-	60399.0	654.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	60399	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_131	1	1	1	1	1	0	38640	38640	38640	38640	38640	0	1	38640	38640	5574428	50.12	48.29	38640	-	38640	-	38640.0	267.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	38640	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_132	1	1	1	1	1	1	93129	93129	93129	93129	93129	93129	1	93129	93129	5574428	51.12	48.29	93129	-	93129	-	93129.0	1555.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	93129	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_134	1	1	1	1	1	1	213745	213745	213745	213745	213745	213745	1	213745	213745	5574428	44.65	48.29	213745	-	213745	-	213745.0	8195.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	213745	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_135	1	1	1	1	1	1	81026	81026	81026	81026	81026	81026	1	81026	81026	5574428	44.99	48.29	81026	-	81026	-	81026.0	1177.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	81026	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_136	1	1	1	1	1	1	72741	72741	72741	72741	72741	72741	1	72741	72741	5574428	44.28	48.29	72741	-	72741	-	72741.0	949.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	72741	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_138	1	1	1	1	1	1	130733	130733	130733	130733	130733	130733	1	130733	130733	5574428	51.74	48.29	130733	-	130733	-	130733.0	3066.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	130733	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_139	1	1	1	1	1	1	135126	135126	135126	135126	135126	135126	1	135126	135126	5574428	41.95	48.29	135126	-	135126	-	135126.0	3275.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	135126	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_14	1	1	1	1	1	1	309468	309468	309468	309468	309468	309468	1	309468	309468	5574428	53.07	48.29	309468	-	309468	-	309468.0	17180.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	309468	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_140	1	1	1	1	1	1	385424	385424	385424	385424	385424	385424	1	385424	385424	5574428	50.31	48.29	385424	-	385424	-	385424.0	26648.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	385424	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_141	1	1	1	1	1	1	195384	195384	195384	195384	195384	195384	1	195384	195384	5574428	45.19	48.29	195384	-	195384	-	195384.0	6848.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	195384	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_142	1	1	1	1	1	1	172657	172657	172657	172657	172657	172657	1	172657	172657	5574428	50.00	48.29	172657	-	172657	-	172657.0	5347.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	172657	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_143	1	1	1	1	1	0	35833	35833	35833	35833	35833	0	1	35833	35833	5574428	34.24	48.29	35833	-	35833	-	35833.0	230.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	35833	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_144	1	1	1	1	1	1	140254	140254	140254	140254	140254	140254	1	140254	140254	5574428	45.42	48.29	140254	-	140254	-	140254.0	3528.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	140254	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_145	1	1	1	1	1	1	72236	72236	72236	72236	72236	72236	1	72236	72236	5574428	38.33	48.29	72236	-	72236	-	72236.0	936.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	72236	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_146	1	1	1	1	1	1	66585	66585	66585	66585	66585	66585	1	66585	66585	5574428	31.28	48.29	66585	-	66585	-	66585.0	795.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	66585	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_147	1	1	1	1	1	1	68549	68549	68549	68549	68549	68549	1	68549	68549	5574428	49.82	48.29	68549	-	68549	-	68549.0	843.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	68549	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_148	1	1	1	1	0	0	20201	20201	20201	20201	0	0	1	20201	20201	5574428	48.52	48.29	20201	-	20201	-	20201.0	73.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	20201	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_149	1	1	1	1	1	1	234689	234689	234689	234689	234689	234689	1	234689	234689	5574428	51.34	48.29	234689	-	234689	-	234689.0	9880.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	234689	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_15	1	1	1	1	1	1	833445	833445	833445	833445	833445	833445	1	833445	833445	5574428	52.45	48.29	833445	-	833445	-	833445.0	124610.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	833445	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_150	1	1	1	1	1	1	96730	96730	96730	96730	96730	96730	1	96730	96730	5574428	66.30	48.29	96730	-	96730	-	96730.0	1678.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	96730	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_151	1	1	1	1	1	1	71134	71134	71134	71134	71134	71134	1	71134	71134	5574428	66.49	48.29	71134	-	71134	-	71134.0	907.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	71134	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_152	1	1	1	1	1	1	110980	110980	110980	110980	110980	110980	1	110980	110980	5574428	46.71	48.29	110980	-	110980	-	110980.0	2209.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	110980	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_153	1	1	1	1	1	1	123164	123164	123164	123164	123164	123164	1	123164	123164	5574428	51.28	48.29	123164	-	123164	-	123164.0	2721.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	123164	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_154	1	1	1	1	1	1	100843	100843	100843	100843	100843	100843	1	100843	100843	5574428	65.11	48.29	100843	-	100843	-	100843.0	1824.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	100843	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_155	1	1	1	1	1	1	64764	64764	64764	64764	64764	64764	1	64764	64764	5574428	51.63	48.29	64764	-	64764	-	64764.0	752.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	64764	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_156	1	1	1	1	0	0	12724	12724	12724	12724	0	0	1	12724	12724	5574428	32.68	48.29	12724	-	12724	-	12724.0	29.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12724	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_157	1	1	1	1	1	0	49563	49563	49563	49563	49563	0	1	49563	49563	5574428	52.10	48.29	49563	-	49563	-	49563.0	440.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49563	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_16	1	1	1	1	1	1	142973	142973	142973	142973	142973	142973	1	142973	142973	5574428	51.95	48.29	142973	-	142973	-	142973.0	3667.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	142973	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_17	1	1	1	1	1	1	95658	95658	95658	95658	95658	95658	1	95658	95658	5574428	52.13	48.29	95658	-	95658	-	95658.0	1641.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	95658	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_18	1	1	1	1	1	1	146438	146438	146438	146438	146438	146438	1	146438	146438	5574428	51.67	48.29	146438	-	146438	-	146438.0	3846.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	146438	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_19	1	1	1	1	1	1	201845	201845	201845	201845	201845	201845	1	201845	201845	5574428	53.46	48.29	201845	-	201845	-	201845.0	7308.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	201845	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_2	1	1	1	1	1	1	1091151	1091151	1091151	1091151	1091151	1091151	1	1091151	1091151	5574428	38.04	48.29	1091151	-	1091151	-	1091151.0	213584.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	1091151	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_20	1	1	1	1	1	1	549251	549251	549251	549251	549251	549251	1	549251	549251	5574428	52.74	48.29	549251	-	549251	-	549251.0	54118.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	549251	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_21	1	1	1	1	1	1	243373	243373	243373	243373	243373	243373	1	243373	243373	5574428	51.29	48.29	243373	-	243373	-	243373.0	10625.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	243373	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_22	1	1	1	0	0	0	9638	9638	9638	0	0	0	1	9638	9638	5574428	49.33	48.29	9638	-	9638	-	9638.0	16.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	9638	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_23	1	1	1	1	1	1	73649	73649	73649	73649	73649	73649	1	73649	73649	5574428	51.55	48.29	73649	-	73649	-	73649.0	973.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	73649	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_24	1	1	1	1	1	1	102704	102704	102704	102704	102704	102704	1	102704	102704	5574428	66.09	48.29	102704	-	102704	-	102704.0	1892.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	102704	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_25	1	1	1	1	1	1	150742	150742	150742	150742	150742	150742	1	150742	150742	5574428	43.57	48.29	150742	-	150742	-	150742.0	4076.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	150742	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_28	1	1	1	1	0	0	14636	14636	14636	14636	0	0	1	14636	14636	5574428	64.77	48.29	14636	-	14636	-	14636.0	38.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	14636	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_29	1	1	1	1	0	0	22435	22435	22435	22435	0	0	1	22435	22435	5574428	51.87	48.29	22435	-	22435	-	22435.0	90.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	22435	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_3	1	1	1	1	1	1	618857	618857	618857	618857	618857	618857	1	618857	618857	5574428	37.58	48.29	618857	-	618857	-	618857.0	68703.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	618857	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_30	1	1	1	1	1	1	1113189	1113189	1113189	1113189	1113189	1113189	1	1113189	1113189	5574428	36.97	48.29	1113189	-	1113189	-	1113189.0	222299.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	1113189	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_31	1	1	1	1	1	1	133734	133734	133734	133734	133734	133734	1	133734	133734	5574428	44.20	48.29	133734	-	133734	-	133734.0	3208.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	133734	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_32	1	1	1	1	1	1	311334	311334	311334	311334	311334	311334	1	311334	311334	5574428	45.63	48.29	311334	-	311334	-	311334.0	17388.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	311334	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_33	1	1	1	1	1	1	53662	53662	53662	53662	53662	53662	1	53662	53662	5574428	50.04	48.29	53662	-	53662	-	53662.0	516.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	53662	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_34	1	1	1	1	1	1	832349	832349	832349	832349	832349	832349	1	832349	832349	5574428	51.73	48.29	832349	-	832349	-	832349.0	124282.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	832349	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_35	1	1	1	1	1	1	603272	603272	603272	603272	603272	603272	1	603272	603272	5574428	38.47	48.29	603272	-	603272	-	603272.0	65286.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	603272	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_36	1	1	1	1	0	0	10833	10833	10833	10833	0	0	1	10833	10833	5574428	41.04	48.29	10833	-	10833	-	10833.0	21.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	10833	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_37	1	1	1	1	1	1	314989	314989	314989	314989	314989	314989	1	314989	314989	5574428	37.83	48.29	314989	-	314989	-	314989.0	17798.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	314989	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_38	1	1	1	1	1	1	819166	819166	819166	819166	819166	819166	1	819166	819166	5574428	38.27	48.29	819166	-	819166	-	819166.0	120377.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	819166	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_39	1	1	1	1	1	1	187282	187282	187282	187282	187282	187282	1	187282	187282	5574428	66.26	48.29	187282	-	187282	-	187282.0	6292.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	187282	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_40	1	1	1	1	1	0	31307	31307	31307	31307	31307	0	1	31307	31307	5574428	52.44	48.29	31307	-	31307	-	31307.0	175.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	31307	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_41	1	1	1	0	0	0	5675	5675	5675	0	0	0	1	5675	5675	5574428	52.51	48.29	5675	-	5675	-	5675.0	5.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5675	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.2.0-30000.flye.medaka1x.contig_42	1	1	1	1	0	0	17375	17375	17375	17375	0	0	1	17375	17375	5574428	49.83	48.29	17375	-	17375	-	17375.0	54.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	17375	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
